Semester,Course Code,Course Title,Course Type,Internal Marks,External Marks,Total,Max. Marks,Result
2,SCSA1201,Fundamentals of Digital Systems,Theory,25,AAA,AAA,100,RA
2,SCSA1204,Python Programming,Theory,19,3,22,100,RA
3,SMTA1302,Discrete Mathematics,Theory,23,AAA,AAA,100,RA
4,SAIC4003,Universal Human Values,Theory,45,28,73,100,Pass
4,SCSA1401,Object Oriented Analysis and System Engineering,Theory,30,30,60,100,Pass
4,SCSA1403,Design and Analysis of Algorithms,Theory,38,15,53,100,Pass
4,SCSA3016,Data Science,Theory,29,26,55,100,Pass
4,SECA1404,Microprocessor and Microcontroller Based Systems,Theory,26,31,57,100,Pass
4,SMTA1402,Probability and Statistics,Theory,32,4,36,100,RA
4,SCSA2401,Object Oriented Analysis and System Engineering Lab,Practical,39,37,76,100,Pass
4,SCSA2402,Code Optimization and Debugging - II,Practical,19,22,41,50,Pass
4,SECA2405,Microprocessor and Microcontroller Lab,Practical,40,35,75,100,Pass
