Semester,Course Code,Course Title,Course Type,Internal Marks,External Marks,Total,Max. Marks,Result
1,SCSA2105,Problem Solving Techniques Lab,Practical,33,AAA,AAA,100,RA
2,SMTA1201,Engineering Mathematics  - II,Theory,31,19,50,100,Pass
2,SPHA1202,Physics for Information Science,Theory,21,11,32,100,RA
4,SAIC4003,Universal Human Values,Theory,41,30,71,100,Pass
4,SCSA1401,Object Oriented Analysis and System Engineering,Theory,32,32,64,100,Pass
4,SCSA1403,Design and Analysis of Algorithms,Theory,37,15,52,100,Pass
4,SECA1404,Microprocessor and Microcontroller Based Systems,Theory,34,25,59,100,Pass
4,SITA3004,User Interface Design and Implementation,Theory,25,27,52,100,Pass
4,SMTA1402,Probability and Statistics,Theory,39,19,58,100,Pass
4,SCSA2401,Object Oriented Analysis and System Engineering Lab,Practical,47,46,93,100,Pass
4,SCSA2402,Code Optimization and Debugging - II,Practical,20,22,42,50,Pass
4,SECA2405,Microprocessor and Microcontroller Lab,Practical,46,46,92,100,Pass
