Semester,Course Code,Course Title,Course Type,Internal Marks,External Marks,Total,Max. Marks,Result
2,SMTA1201,Engineering Mathematics  - II,Theory,20,30,50,100,Pass
4,SAIC4003,Universal Human Values,Theory,45,36,81,100,Pass
4,SCSA1401,Object Oriented Analysis and System Engineering,Theory,45,18,63,100,Pass
4,SCSA1403,Design and Analysis of Algorithms,Theory,40,22,62,100,Pass
4,SCSA3016,Data Science,Theory,40,20,60,100,Pass
4,SECA1404,Microprocessor and Microcontroller Based Systems,Theory,33,20,53,100,Pass
4,SMTA1402,Probability and Statistics,Theory,46,15,61,100,Pass
4,SCSA2401,Object Oriented Analysis and System Engineering Lab,Practical,47,47,94,100,Pass
4,SCSA2402,Code Optimization and Debugging - II,Practical,25,23,48,50,Pass
4,SECA2405,Microprocessor and Microcontroller Lab,Practical,38,45,83,100,Pass
