Semester,Course Code,Course Title,Course Type,Internal Marks,External Marks,Total,Max. Marks,Result
2,SMTA1201,Engineering Mathematics  - II,Theory,25,25,50,100,Pass
4,SAIC4003,Universal Human Values,Theory,42,27,69,100,Pass
4,SCSA1401,Object Oriented Analysis and System Engineering,Theory,45,32,77,100,Pass
4,SCSA1403,Design and Analysis of Algorithms,Theory,33,28,61,100,Pass
4,SCSA3015,Deep Learning,Theory,36,36,72,100,Pass
4,SECA1404,Microprocessor and Microcontroller Based Systems,Theory,37,32,69,100,Pass
4,SMTA1402,Probability and Statistics,Theory,39,23,62,100,Pass
4,SCSA2401,Object Oriented Analysis and System Engineering Lab,Practical,46,47,93,100,Pass
4,SCSA2402,Code Optimization and Debugging - II,Practical,20,22,42,50,Pass
4,SECA2405,Microprocessor and Microcontroller Lab,Practical,28,45,73,100,Pass
