Semester,Course Code,Course Title,Course Type,Internal Marks,External Marks,Total,Max. Marks,Result
3,SCSA1302,Theory of Computation,Theory,10,AAA,AAA,100,RA
3,SCSA1304,Advanced Data Structures,Theory,21,AAA,AAA,100,RA
3,SMTA1302,Discrete Mathematics,Theory,23,AAA,AAA,100,RA
4,SAIC4003,Universal Human Values,Theory,46,9,55,100,RA
4,SCSA1401,Object Oriented Analysis and System Engineering,Theory,37,AAA,AAA,100,RA
4,SCSA1403,Design and Analysis of Algorithms,Theory,29,21,50,100,Pass
4,SCSA3016,Data Science,Theory,22,3,25,100,RA
4,SECA1404,Microprocessor and Microcontroller Based Systems,Theory,22,AAA,AAA,100,RA
4,SMTA1402,Probability and Statistics,Theory,27,3,30,100,RA
4,SCSA2401,Object Oriented Analysis and System Engineering Lab,Practical,AAA,AAA,AAA,100,RA
4,SCSA2402,Code Optimization and Debugging - II,Practical,18,23,41,50,Pass
4,SECA2405,Microprocessor and Microcontroller Lab,Practical,47,43,90,100,Pass
