Semester,Course Code,Course Title,Course Type,Internal Marks,External Marks,Total,Max. Marks,Result
3,SITA2302,Programming in Java Lab,Practical,28,29,57,100,Pass
4,SAIC4003,Universal Human Values,Theory,41,28,69,100,Pass
4,SCSA1401,Object Oriented Analysis and System Engineering,Theory,38,23,61,100,Pass
4,SCSA1403,Design and Analysis of Algorithms,Theory,37,31,68,100,Pass
4,SCSA3016,Data Science,Theory,41,19,60,100,Pass
4,SECA1404,Microprocessor and Microcontroller Based Systems,Theory,39,2,41,100,RA
4,SMTA1402,Probability and Statistics,Theory,41,6,47,100,RA
4,SCSA2401,Object Oriented Analysis and System Engineering Lab,Practical,39,41,80,100,Pass
4,SCSA2402,Code Optimization and Debugging - II,Practical,25,21,46,50,Pass
4,SECA2405,Microprocessor and Microcontroller Lab,Practical,40,41,81,100,Pass
