Semester,Course Code,Course Title,Course Type,Internal Marks,External Marks,Total,Max. Marks,Result
1,SMTA1101,Engineering Mathematics - I ,Theory,14,1,15,100,RA
1,SCSA2105,Problem Solving Techniques Lab,Practical,AAA,AAA,AAA,100,RA
1,SCYA2101,Engineering Chemistry  Lab,Practical,18,20,38,50,Pass
2,SCSA1201,Fundamentals of Digital Systems,Theory,15,9,24,100,RA
2,SMEA1102,Engineering Drawing,Theory,10,4,14,100,RA
2,SMTA1201,Engineering Mathematics  - II,Theory,10,2,12,100,RA
3,SCSA1301,Database Management Systems,Theory,18,AAA,AAA,100,RA
3,SCSA1302,Theory of Computation,Theory,22,28,50,100,Pass
3,SMTA1302,Discrete Mathematics,Theory,16,AAA,AAA,100,RA
4,SAIC4003,Universal Human Values,Theory,32,22,54,100,Pass
4,SCSA1401,Object Oriented Analysis and System Engineering,Theory,30,24,54,100,Pass
4,SCSA1403,Design and Analysis of Algorithms,Theory,29,21,50,100,Pass
4,SECA1404,Microprocessor and Microcontroller Based Systems,Theory,27,23,50,100,Pass
4,SITA3004,User Interface Design and Implementation,Theory,29,23,52,100,Pass
4,SMTA1402,Probability and Statistics,Theory,21,8,29,100,RA
4,SCSA2401,Object Oriented Analysis and System Engineering Lab,Practical,41,45,86,100,Pass
4,SCSA2402,Code Optimization and Debugging - II,Practical,AAA,AAA,AAA,50,RA
4,SECA2405,Microprocessor and Microcontroller Lab,Practical,38,40,78,100,Pass
