Semester,Course Code,Course Title,Course Type,Internal Marks,External Marks,Total,Max. Marks,Result
3,SMTA1302,Discrete Mathematics,Theory,27,9,36,100,RA
4,SAIC4003,Universal Human Values,Theory,43,22,65,100,Pass
4,SCSA1401,Object Oriented Analysis and System Engineering,Theory,38,33,71,100,Pass
4,SCSA1403,Design and Analysis of Algorithms,Theory,29,25,54,100,Pass
4,SCSA3016,Data Science,Theory,35,44,79,100,Pass
4,SECA1404,Microprocessor and Microcontroller Based Systems,Theory,37,AAA,AAA,100,RA
4,SMTA1402,Probability and Statistics,Theory,32,18,50,100,Pass
4,SCSA2401,Object Oriented Analysis and System Engineering Lab,Practical,27,35,62,100,Pass
4,SCSA2402,Code Optimization and Debugging - II,Practical,24,20,44,50,Pass
4,SECA2405,Microprocessor and Microcontroller Lab,Practical,32,40,72,100,Pass
