Semester,Course Code,Course Title,Course Type,Internal Marks,External Marks,Total,Max. Marks,Result
2,SCSA1203,Data Structures,Theory,22,28,50,100,Pass
2,SCSA1204,Python Programming,Theory,17,14,31,100,RA
2,SMTA1201,Engineering Mathematics  - II,Theory,16,19,35,100,RA
2,SPHA1202,Physics for Information Science,Theory,23,3,26,100,RA
3,SCSA1302,Theory of Computation,Theory,27,32,59,100,Pass
4,SAIC4003,Universal Human Values,Theory,44,35,79,100,Pass
4,SCSA1401,Object Oriented Analysis and System Engineering,Theory,42,25,67,100,Pass
4,SCSA1403,Design and Analysis of Algorithms,Theory,41,32,73,100,Pass
4,SCSA3016,Data Science,Theory,27,23,50,100,Pass
4,SECA1404,Microprocessor and Microcontroller Based Systems,Theory,39,16,55,100,Pass
4,SMTA1402,Probability and Statistics,Theory,30,6,36,100,RA
4,SCSA2401,Object Oriented Analysis and System Engineering Lab,Practical,36,43,79,100,Pass
4,SCSA2402,Code Optimization and Debugging - II,Practical,18,21,39,50,Pass
4,SECA2405,Microprocessor and Microcontroller Lab,Practical,46,40,86,100,Pass
