Semester,Course Code,Course Title,Course Type,Internal Marks,External Marks,Total,Max. Marks,Result
2,SCSA1201,Fundamentals of Digital Systems,Theory,16,AAA,AAA,100,RA
2,SCSA1203,Data Structures,Theory,17,33,50,100,Pass
2,SCSA1204,Python Programming,Theory,14,9,23,100,RA
2,SMTA1201,Engineering Mathematics  - II,Theory,12,0,12,100,RA
2,SPHA1202,Physics for Information Science,Theory,30,8,38,100,RA
2,SCSA2201,Data Structures Lab,Practical,AAA,AAA,AAA,100,RA
3,SCSA1301,Database Management Systems,Theory,14,6,20,100,RA
3,SCSA1302,Theory of Computation,Theory,10,0,10,100,RA
3,SCSA1304,Advanced Data Structures,Theory,10,10,20,100,RA
3,SITA1301,Programming in Java,Theory,10,AAA,AAA,100,RA
3,SMTA1302,Discrete Mathematics,Theory,12,0,12,100,RA
3,SCSADPROJ,Design Thinking and Innovations,Project,38,39,77,100,Pass
3,    SCSA2302,Code Optimization and Debugging - I,Practical,16,15,31,50,Pass
3,SCSA2301,Database Management Systems Lab,Practical,34,34,68,100,Pass
3,SITA2302,Programming in Java Lab,Practical,27,31,58,100,Pass
4,SAIC4003,Universal Human Values,Theory,37,26,63,100,Pass
4,SCSA1401,Object Oriented Analysis and System Engineering,Theory,26,2,28,100,RA
4,SCSA1403,Design and Analysis of Algorithms,Theory,19,2,21,100,RA
4,SCSA3016,Data Science,Theory,34,1,35,100,RA
4,SECA1404,Microprocessor and Microcontroller Based Systems,Theory,21,2,23,100,RA
4,SMTA1402,Probability and Statistics,Theory,16,1,17,100,RA
4,SCSA2401,Object Oriented Analysis and System Engineering Lab,Practical,AAA,AAA,AAA,100,RA
4,SCSA2402,Code Optimization and Debugging - II,Practical,17,22,39,50,Pass
4,SECA2405,Microprocessor and Microcontroller Lab,Practical,AAA,AAA,AAA,100,RA
