Semester,Course Code,Course Title,Course Type,Internal Marks,External Marks,Total,Max. Marks,Result
3,SCSA1302,Theory of Computation,Theory,21,32,53,100,Pass
3,SMTA1302,Discrete Mathematics,Theory,14,1,15,100,RA
4,SAIC4003,Universal Human Values,Theory,40,25,65,100,Pass
4,SCSA1401,Object Oriented Analysis and System Engineering,Theory,37,40,77,100,Pass
4,SCSA1403,Design and Analysis of Algorithms,Theory,27,23,50,100,Pass
4,SCSA3016,Data Science,Theory,44,22,66,100,Pass
4,SECA1404,Microprocessor and Microcontroller Based Systems,Theory,36,16,52,100,Pass
4,SMTA1402,Probability and Statistics,Theory,41,25,66,100,Pass
4,SCSA2401,Object Oriented Analysis and System Engineering Lab,Practical,0,36,36,100,RA
4,SCSA2402,Code Optimization and Debugging - II,Practical,24,23,47,50,Pass
4,SECA2405,Microprocessor and Microcontroller Lab,Practical,48,48,96,100,Pass
