Semester,Course Code,Course Title,Course Type,Internal Marks,External Marks,Total,Max. Marks,Result
2,SMTA1201,Engineering Mathematics  - II,Theory,30,20,50,100,Pass
4,SAIC4003,Universal Human Values,Theory,43,32,75,100,Pass
4,SCSA1401,Object Oriented Analysis and System Engineering,Theory,41,37,78,100,Pass
4,SCSA1403,Design and Analysis of Algorithms,Theory,38,33,71,100,Pass
4,SCSA3016,Data Science,Theory,36,31,67,100,Pass
4,SECA1404,Microprocessor and Microcontroller Based Systems,Theory,36,24,60,100,Pass
4,SMTA1402,Probability and Statistics,Theory,38,23,61,100,Pass
4,SCSA2401,Object Oriented Analysis and System Engineering Lab,Practical,40,49,89,100,Pass
4,SCSA2402,Code Optimization and Debugging - II,Practical,21,23,44,50,Pass
4,SECA2405,Microprocessor and Microcontroller Lab,Practical,41,48,89,100,Pass
