Semester,Course Code,Course Title,Course Type,Internal Marks,External Marks,Total,Max. Marks,Result
1,SEEA1103,Electrical and Electronics Engineering,Theory,13,AAA,AAA,100,RA
1,SMTA1101,Engineering Mathematics - I ,Theory,29,0,29,100,RA
1,SCSA2105,Problem Solving Techniques Lab,Practical,25,38,63,100,Pass
2,SCSA1201,Fundamentals of Digital Systems,Theory,10,AAA,AAA,100,RA
2,SCSA1203,Data Structures,Theory,10,6,16,100,RA
2,SCSA1204,Python Programming,Theory,10,17,27,100,RA
2,SMTA1201,Engineering Mathematics  - II,Theory,10,0,10,100,RA
2,SPHA1202,Physics for Information Science,Theory,10,AAA,AAA,100,RA
2,SCSA2201,Data Structures Lab,Practical,AAA,AAA,AAA,100,RA
3,SCSA1301,Database Management Systems,Theory,16,12,28,100,RA
3,SCSA1302,Theory of Computation,Theory,18,1,19,100,RA
3,SCSA1304,Advanced Data Structures,Theory,10,3,13,100,RA
3,SMTA1302,Discrete Mathematics,Theory,16,20,36,100,RA
3,    SCSA2302,Code Optimization and Debugging - I,Practical,14,15,29,50,Pass
4,SAIC4003,Universal Human Values,Theory,34,16,50,100,Pass
4,SCSA1401,Object Oriented Analysis and System Engineering,Theory,35,19,54,100,Pass
4,SCSA1403,Design and Analysis of Algorithms,Theory,31,19,50,100,Pass
4,SCSA3015,Deep Learning,Theory,16,4,20,100,RA
4,SECA1404,Microprocessor and Microcontroller Based Systems,Theory,27,1,28,100,RA
4,SMTA1402,Probability and Statistics,Theory,25,9,34,100,RA
4,SCSA2401,Object Oriented Analysis and System Engineering Lab,Practical,31,38,69,100,Pass
4,SCSA2402,Code Optimization and Debugging - II,Practical,19,22,41,50,Pass
4,SECA2405,Microprocessor and Microcontroller Lab,Practical,40,43,83,100,Pass
