Semester,Course Code,Course Title,Course Type,Internal Marks,External Marks,Total,Max. Marks,Result
2,SCSA1201,Fundamentals of Digital Systems,Theory,15,AAA,AAA,100,RA
2,SCSA1203,Data Structures,Theory,21,12,33,100,RA
2,SCSA1204,Python Programming,Theory,17,16,33,100,RA
2,SMTA1201,Engineering Mathematics  - II,Theory,19,1,20,100,RA
2,SPHA1202,Physics for Information Science,Theory,18,7,25,100,RA
2,SPHA2101,Physics Lab,Practical,AAA,AAA,AAA,50,RA
3,SCSA1301,Database Management Systems,Theory,14,8,22,100,RA
3,SCSA1302,Theory of Computation,Theory,16,AAA,AAA,100,RA
3,SCSA1304,Advanced Data Structures,Theory,13,AAA,AAA,100,RA
3,SITA1301,Programming in Java,Theory,16,AAA,AAA,100,RA
3,SMTA1302,Discrete Mathematics,Theory,16,0,16,100,RA
3,SITA2302,Programming in Java Lab,Practical,25,32,57,100,Pass
4,SAIC4003,Universal Human Values,Theory,36,32,68,100,Pass
4,SCSA1401,Object Oriented Analysis and System Engineering,Theory,24,11,35,100,RA
4,SCSA1403,Design and Analysis of Algorithms,Theory,26,10,36,100,RA
4,SCSA3092,Augmented and Virtual Reality,Theory,29,22,51,100,Pass
4,SECA1404,Microprocessor and Microcontroller Based Systems,Theory,18,3,21,100,RA
4,SMTA1402,Probability and Statistics,Theory,19,0,19,100,RA
4,SCSA2401,Object Oriented Analysis and System Engineering Lab,Practical,39,35,74,100,Pass
4,SCSA2402,Code Optimization and Debugging - II,Practical,21,21,42,50,Pass
4,SECA2405,Microprocessor and Microcontroller Lab,Practical,38,47,85,100,Pass
