Semester,Course Code,Course Title,Course Type,Internal Marks,External Marks,Total,Max. Marks,Result
3,SCSA1302,Theory of Computation,Theory,33,17,50,100,Pass
4,SAIC4003,Universal Human Values,Theory,46,26,72,100,Pass
4,SCSA1401,Object Oriented Analysis and System Engineering,Theory,41,32,73,100,Pass
4,SCSA1403,Design and Analysis of Algorithms,Theory,42,25,67,100,Pass
4,SCSA3016,Data Science,Theory,41,43,84,100,Pass
4,SECA1404,Microprocessor and Microcontroller Based Systems,Theory,41,22,63,100,Pass
4,SMTA1402,Probability and Statistics,Theory,38,27,65,100,Pass
4,SCSA2401,Object Oriented Analysis and System Engineering Lab,Practical,40,42,82,100,Pass
4,SCSA2402,Code Optimization and Debugging - II,Practical,20,22,42,50,Pass
4,SECA2405,Microprocessor and Microcontroller Lab,Practical,40,40,80,100,Pass
