Semester,Course Code,Course Title,Course Type,Internal Marks,External Marks,Total,Max. Marks,Result
3,SCSA1301,Database Management Systems,Theory,39,AAA,AAA,100,RA
4,SAIC4003,Universal Human Values,Theory,44,27,71,100,Pass
4,SCSA1401,Object Oriented Analysis and System Engineering,Theory,40,36,76,100,Pass
4,SCSA1403,Design and Analysis of Algorithms,Theory,38,41,79,100,Pass
4,SCSA3015,Deep Learning,Theory,38,24,62,100,Pass
4,SECA1404,Microprocessor and Microcontroller Based Systems,Theory,38,31,69,100,Pass
4,SMTA1402,Probability and Statistics,Theory,44,17,61,100,Pass
4,SCSA2401,Object Oriented Analysis and System Engineering Lab,Practical,41,48,89,100,Pass
4,SCSA2402,Code Optimization and Debugging - II,Practical,17,21,38,50,Pass
4,SECA2405,Microprocessor and Microcontroller Lab,Practical,30,43,73,100,Pass
