Semester,Course Code,Course Title,Course Type,Internal Marks,External Marks,Total,Max. Marks,Result
1,SMTA1101,Engineering Mathematics - I ,Theory,27,AAA,AAA,100,RA
1,SCYA2101,Engineering Chemistry  Lab,Practical,AAA,AAA,AAA,50,RA
2,SCSA1201,Fundamentals of Digital Systems,Theory,13,AAA,AAA,100,RA
2,SCSA1203,Data Structures,Theory,14,AAA,AAA,100,RA
2,SCSA1204,Python Programming,Theory,16,AAA,AAA,100,RA
2,SMEA1102,Engineering Drawing,Theory,16,AAA,AAA,100,RA
2,SMTA1201,Engineering Mathematics  - II,Theory,14,AAA,AAA,100,RA
2,SPHA1202,Physics for Information Science,Theory,26,AAA,AAA,100,RA
2,SCSA2201,Data Structures Lab,Practical,AAA,AAA,AAA,100,RA
2,SEIA2202,Digital Systems Lab,Practical,AAA,AAA,AAA,100,RA
2,SPHA2101,Physics Lab,Practical,AAA,AAA,AAA,50,RA
3,SCSA1301,Database Management Systems,Theory,21,AAA,AAA,100,RA
3,SCSA1302,Theory of Computation,Theory,16,AAA,AAA,100,RA
3,SCSA1304,Advanced Data Structures,Theory,10,AAA,AAA,100,RA
3,SITA1301,Programming in Java,Theory,10,AAA,AAA,100,RA
3,SMTA1302,Discrete Mathematics,Theory,12,AAA,AAA,100,RA
3,    SCSA2302,Code Optimization and Debugging - I,Practical,AAA,AAA,AAA,50,RA
3,SCSA2301,Database Management Systems Lab,Practical,AAA,AAA,AAA,100,RA
3,SITA2302,Programming in Java Lab,Practical,AAA,AAA,AAA,100,RA
4,SAIC4003,Universal Human Values,Theory,34,23,57,100,Pass
4,SCSA1401,Object Oriented Analysis and System Engineering,Theory,17,3,20,100,RA
4,SCSA1403,Design and Analysis of Algorithms,Theory,18,5,23,100,RA
4,SECA1404,Microprocessor and Microcontroller Based Systems,Theory,17,4,21,100,RA
4,SITA3004,User Interface Design and Implementation,Theory,23,2,25,100,RA
4,SMTA1402,Probability and Statistics,Theory,16,0,16,100,RA
4,SCSA2401,Object Oriented Analysis and System Engineering Lab,Practical,AAA,AAA,AAA,100,RA
4,SCSA2402,Code Optimization and Debugging - II,Practical,23,AAA,AAA,50,RA
4,SECA2405,Microprocessor and Microcontroller Lab,Practical,35,31,66,100,Pass
