Semester,Course Code,Course Title,Course Type,Internal Marks,External Marks,Total,Max. Marks,Result
3,SCSA1302,Theory of Computation,Theory,20,30,50,100,Pass
3,SMTA1302,Discrete Mathematics,Theory,24,0,24,100,RA
4,SAIC4003,Universal Human Values,Theory,41,36,77,100,Pass
4,SCSA1401,Object Oriented Analysis and System Engineering,Theory,29,21,50,100,Pass
4,SCSA1403,Design and Analysis of Algorithms,Theory,32,25,57,100,Pass
4,SCSA3016,Data Science,Theory,38,9,47,100,RA
4,SECA1404,Microprocessor and Microcontroller Based Systems,Theory,32,23,55,100,Pass
4,SMTA1402,Probability and Statistics,Theory,22,10,32,100,RA
4,SCSA2401,Object Oriented Analysis and System Engineering Lab,Practical,28,35,63,100,Pass
4,SCSA2402,Code Optimization and Debugging - II,Practical,19,AAA,AAA,50,RA
4,SECA2405,Microprocessor and Microcontroller Lab,Practical,33,35,68,100,Pass
