Semester,Course Code,Course Title,Course Type,Internal Marks,External Marks,Total,Max. Marks,Result
2,SMTA1201,Engineering Mathematics  - II,Theory,23,27,50,100,Pass
4,SAIC4003,Universal Human Values,Theory,43,25,68,100,Pass
4,SCSA1401,Object Oriented Analysis and System Engineering,Theory,38,28,66,100,Pass
4,SCSA1403,Design and Analysis of Algorithms,Theory,35,33,68,100,Pass
4,SCSA3092,Augmented and Virtual Reality,Theory,41,25,66,100,Pass
4,SECA1404,Microprocessor and Microcontroller Based Systems,Theory,38,26,64,100,Pass
4,SMTA1402,Probability and Statistics,Theory,41,18,59,100,Pass
4,SCSA2401,Object Oriented Analysis and System Engineering Lab,Practical,43,43,86,100,Pass
4,SCSA2402,Code Optimization and Debugging - II,Practical,20,20,40,50,Pass
4,SECA2405,Microprocessor and Microcontroller Lab,Practical,45,46,91,100,Pass
