Semester,Course Code,Course Title,Course Type,Internal Marks,External Marks,Total,Max. Marks,Result
3,SCSA1301,Database Management Systems,Theory,20,AAA,AAA,100,RA
3,SCSA1302,Theory of Computation,Theory,21,33,54,100,Pass
3,SCSA1304,Advanced Data Structures,Theory,23,40,63,100,Pass
3,SITA1301,Programming in Java,Theory,19,31,50,100,Pass
3,SMTA1302,Discrete Mathematics,Theory,20,AAA,AAA,100,RA
4,SAIC4003,Universal Human Values,Theory,45,AAA,AAA,100,RA
4,SCSA1401,Object Oriented Analysis and System Engineering,Theory,47,AAA,AAA,100,RA
4,SCSA1403,Design and Analysis of Algorithms,Theory,41,AAA,AAA,100,RA
4,SCSA3092,Augmented and Virtual Reality,Theory,39,AAA,AAA,100,RA
4,SECA1404,Microprocessor and Microcontroller Based Systems,Theory,32,AAA,AAA,100,RA
4,SMTA1402,Probability and Statistics,Theory,38,AAA,AAA,100,RA
4,SCSA2401,Object Oriented Analysis and System Engineering Lab,Practical,45,47,92,100,Pass
4,SCSA2402,Code Optimization and Debugging - II,Practical,23,20,43,50,Pass
4,SECA2405,Microprocessor and Microcontroller Lab,Practical,36,28,64,100,Pass
