Semester,Course Code,Course Title,Course Type,Internal Marks,External Marks,Total,Max. Marks,Result
1,SCSA2105,Problem Solving Techniques Lab,Practical,30,35,65,100,Pass
2,SCSA1201,Fundamentals of Digital Systems,Theory,25,12,37,100,RA
2,SMTA1201,Engineering Mathematics  - II,Theory,20,2,22,100,RA
3,SCSA1302,Theory of Computation,Theory,30,AAA,AAA,100,RA
4,SAIC4003,Universal Human Values,Theory,46,27,73,100,Pass
4,SCSA1401,Object Oriented Analysis and System Engineering,Theory,32,18,50,100,Pass
4,SCSA1403,Design and Analysis of Algorithms,Theory,38,22,60,100,Pass
4,SCSA3016,Data Science,Theory,27,23,50,100,Pass
4,SECA1404,Microprocessor and Microcontroller Based Systems,Theory,33,17,50,100,Pass
4,SMTA1402,Probability and Statistics,Theory,39,15,54,100,Pass
4,SCSA2401,Object Oriented Analysis and System Engineering Lab,Practical,38,40,78,100,Pass
4,SCSA2402,Code Optimization and Debugging - II,Practical,16,21,37,50,Pass
4,SECA2405,Microprocessor and Microcontroller Lab,Practical,25,39,64,100,Pass
