Semester,Course Code,Course Title,Course Type,Internal Marks,External Marks,Total,Max. Marks,Result
2,SMTA1201,Engineering Mathematics  - II,Theory,16,0,16,100,RA
4,SAIC4003,Universal Human Values,Theory,42,24,66,100,Pass
4,SCSA1401,Object Oriented Analysis and System Engineering,Theory,38,37,75,100,Pass
4,SCSA1403,Design and Analysis of Algorithms,Theory,41,37,78,100,Pass
4,SCSA3016,Data Science,Theory,36,31,67,100,Pass
4,SECA1404,Microprocessor and Microcontroller Based Systems,Theory,46,29,75,100,Pass
4,SMTA1402,Probability and Statistics,Theory,39,15,54,100,Pass
4,SCSA2401,Object Oriented Analysis and System Engineering Lab,Practical,29,36,65,100,Pass
4,SCSA2402,Code Optimization and Debugging - II,Practical,24,21,45,50,Pass
4,SECA2405,Microprocessor and Microcontroller Lab,Practical,43,43,86,100,Pass
