Semester,Course Code,Course Title,Course Type,Internal Marks,External Marks,Total,Max. Marks,Result
2,SMTA1201,Engineering Mathematics  - II,Theory,25,5,30,100,RA
2,SPHA1202,Physics for Information Science,Theory,28,22,50,100,Pass
4,SAIC4003,Universal Human Values,Theory,41,25,66,100,Pass
4,SCSA1401,Object Oriented Analysis and System Engineering,Theory,41,35,76,100,Pass
4,SCSA1403,Design and Analysis of Algorithms,Theory,38,18,56,100,Pass
4,SCSA3016,Data Science,Theory,29,21,50,100,Pass
4,SECA1404,Microprocessor and Microcontroller Based Systems,Theory,43,38,81,100,Pass
4,SMTA1402,Probability and Statistics,Theory,26,24,50,100,Pass
4,SCSA2401,Object Oriented Analysis and System Engineering Lab,Practical,43,38,81,100,Pass
4,SCSA2402,Code Optimization and Debugging - II,Practical,24,21,45,50,Pass
4,SECA2405,Microprocessor and Microcontroller Lab,Practical,36,34,70,100,Pass
