Semester,Course Code,Course Title,Course Type,Internal Marks,External Marks,Total,Max. Marks,Result
3,SMTA1302,Discrete Mathematics,Theory,25,2,27,100,RA
4,SAIC4003,Universal Human Values,Theory,41,28,69,100,Pass
4,SCSA1401,Object Oriented Analysis and System Engineering,Theory,35,31,66,100,Pass
4,SCSA1403,Design and Analysis of Algorithms,Theory,32,18,50,100,Pass
4,SECA1404,Microprocessor and Microcontroller Based Systems,Theory,38,19,57,100,Pass
4,SITA3004,User Interface Design and Implementation,Theory,35,31,66,100,Pass
4,SMTA1402,Probability and Statistics,Theory,33,3,36,100,RA
4,SCSA2401,Object Oriented Analysis and System Engineering Lab,Practical,33,41,74,100,Pass
4,SCSA2402,Code Optimization and Debugging - II,Practical,24,20,44,50,Pass
4,SECA2405,Microprocessor and Microcontroller Lab,Practical,41,47,88,100,Pass
