Semester,Course Code,Course Title,Course Type,Internal Marks,External Marks,Total,Max. Marks,Result
3,SCSA2301,Database Management Systems Lab,Practical,29,31,60,100,Pass
4,SAIC4003,Universal Human Values,Theory,42,37,79,100,Pass
4,SCSA1401,Object Oriented Analysis and System Engineering,Theory,45,38,83,100,Pass
4,SCSA1403,Design and Analysis of Algorithms,Theory,34,27,61,100,Pass
4,SCSA3016,Data Science,Theory,39,27,66,100,Pass
4,SECA1404,Microprocessor and Microcontroller Based Systems,Theory,39,32,71,100,Pass
4,SMTA1402,Probability and Statistics,Theory,36,31,67,100,Pass
4,SCSA2401,Object Oriented Analysis and System Engineering Lab,Practical,36,35,71,100,Pass
4,SCSA2402,Code Optimization and Debugging - II,Practical,18,20,38,50,Pass
4,SECA2405,Microprocessor and Microcontroller Lab,Practical,46,39,85,100,Pass
