Semester,Course Code,Course Title,Course Type,Internal Marks,External Marks,Total,Max. Marks,Result
3,SMTA1302,Discrete Mathematics,Theory,33,17,50,100,Pass
4,SAIC4003,Universal Human Values,Theory,38,31,69,100,Pass
4,SCSA1401,Object Oriented Analysis and System Engineering,Theory,29,28,57,100,Pass
4,SCSA1403,Design and Analysis of Algorithms,Theory,33,25,58,100,Pass
4,SCSA3015,Deep Learning,Theory,40,25,65,100,Pass
4,SECA1404,Microprocessor and Microcontroller Based Systems,Theory,29,21,50,100,Pass
4,SMTA1402,Probability and Statistics,Theory,47,1,48,100,RA
4,SCSA2401,Object Oriented Analysis and System Engineering Lab,Practical,39,40,79,100,Pass
4,SCSA2402,Code Optimization and Debugging - II,Practical,17,22,39,50,Pass
4,SECA2405,Microprocessor and Microcontroller Lab,Practical,43,46,89,100,Pass
