Semester,Course Code,Course Title,Course Type,Internal Marks,External Marks,Total,Max. Marks,Result
3,SITA1301,Programming in Java,Theory,16,35,51,100,Pass
3,SCSADPROJ,Design Thinking and Innovations,Project,42,43,85,100,Pass
3,SCSA2301,Database Management Systems Lab,Practical,35,35,70,100,Pass
3,SITA2302,Programming in Java Lab,Practical,30,29,59,100,Pass
4,SAIC4003,Universal Human Values,Theory,47,26,73,100,Pass
4,SCSA1401,Object Oriented Analysis and System Engineering,Theory,47,30,77,100,Pass
4,SCSA1403,Design and Analysis of Algorithms,Theory,43,37,80,100,Pass
4,SCSA3016,Data Science,Theory,48,33,81,100,Pass
4,SECA1404,Microprocessor and Microcontroller Based Systems,Theory,43,36,79,100,Pass
4,SMTA1402,Probability and Statistics,Theory,48,34,82,100,Pass
4,SCSA2401,Object Oriented Analysis and System Engineering Lab,Practical,41,46,87,100,Pass
4,SCSA2402,Code Optimization and Debugging - II,Practical,25,22,47,50,Pass
4,SECA2405,Microprocessor and Microcontroller Lab,Practical,49,47,96,100,Pass
