Semester,Course Code,Course Title,Course Type,Internal Marks,External Marks,Total,Max. Marks,Result
2,SMTA1201,Engineering Mathematics  - II,Theory,35,6,41,100,RA
4,SAIC4003,Universal Human Values,Theory,38,25,63,100,Pass
4,SCSA1401,Object Oriented Analysis and System Engineering,Theory,36,34,70,100,Pass
4,SCSA1403,Design and Analysis of Algorithms,Theory,31,33,64,100,Pass
4,SCSA3016,Data Science,Theory,34,37,71,100,Pass
4,SECA1404,Microprocessor and Microcontroller Based Systems,Theory,30,34,64,100,Pass
4,SMTA1402,Probability and Statistics,Theory,44,25,69,100,Pass
4,SCSA2401,Object Oriented Analysis and System Engineering Lab,Practical,43,37,80,100,Pass
4,SCSA2402,Code Optimization and Debugging - II,Practical,23,21,44,50,Pass
4,SECA2405,Microprocessor and Microcontroller Lab,Practical,47,35,82,100,Pass
