Semester,Course Code,Course Title,Course Type,Internal Marks,External Marks,Total,Max. Marks,Result
2,SMTA1201,Engineering Mathematics  - II,Theory,33,4,37,100,RA
3,SMTA1302,Discrete Mathematics,Theory,20,2,22,100,RA
3,SITA2302,Programming in Java Lab,Practical,AAA,AAA,AAA,100,RA
4,SAIC4003,Universal Human Values,Theory,36,25,61,100,Pass
4,SCSA1401,Object Oriented Analysis and System Engineering,Theory,31,19,50,100,Pass
4,SCSA1403,Design and Analysis of Algorithms,Theory,29,36,65,100,Pass
4,SCSA3016,Data Science,Theory,24,26,50,100,Pass
4,SECA1404,Microprocessor and Microcontroller Based Systems,Theory,29,10,39,100,RA
4,SMTA1402,Probability and Statistics,Theory,35,23,58,100,Pass
4,SCSA2401,Object Oriented Analysis and System Engineering Lab,Practical,49,47,96,100,Pass
4,SCSA2402,Code Optimization and Debugging - II,Practical,19,21,40,50,Pass
4,SECA2405,Microprocessor and Microcontroller Lab,Practical,41,47,88,100,Pass
