Semester,Course Code,Course Title,Course Type,Internal Marks,External Marks,Total,Max. Marks,Result
2,SMTA1201,Engineering Mathematics  - II,Theory,19,10,29,100,RA
3,SCSA1302,Theory of Computation,Theory,24,27,51,100,Pass
4,SAIC4003,Universal Human Values,Theory,43,30,73,100,Pass
4,SCSA1401,Object Oriented Analysis and System Engineering,Theory,41,29,70,100,Pass
4,SCSA1403,Design and Analysis of Algorithms,Theory,38,31,69,100,Pass
4,SCSA3016,Data Science,Theory,34,28,62,100,Pass
4,SECA1404,Microprocessor and Microcontroller Based Systems,Theory,35,34,69,100,Pass
4,SMTA1402,Probability and Statistics,Theory,39,11,50,100,RA
4,SCSA2401,Object Oriented Analysis and System Engineering Lab,Practical,48,41,89,100,Pass
4,SCSA2402,Code Optimization and Debugging - II,Practical,16,22,38,50,Pass
4,SECA2405,Microprocessor and Microcontroller Lab,Practical,35,41,76,100,Pass
