Semester,Course Code,Course Title,Course Type,Internal Marks,External Marks,Total,Max. Marks,Result
2,SCSA1203,Data Structures,Theory,29,32,61,100,Pass
2,SMTA1201,Engineering Mathematics  - II,Theory,14,10,24,100,RA
2,SPHA2101,Physics Lab,Practical,13,16,29,50,Pass
3,SCSA1301,Database Management Systems,Theory,12,19,31,100,RA
3,SCSA1302,Theory of Computation,Theory,15,0,15,100,RA
3,SITA1301,Programming in Java,Theory,27,0,27,100,RA
3,SMTA1302,Discrete Mathematics,Theory,15,0,15,100,RA
4,SAIC4003,Universal Human Values,Theory,35,30,65,100,Pass
4,SCSA1401,Object Oriented Analysis and System Engineering,Theory,29,21,50,100,Pass
4,SCSA1403,Design and Analysis of Algorithms,Theory,30,20,50,100,Pass
4,SCSA3016,Data Science,Theory,26,12,38,100,RA
4,SECA1404,Microprocessor and Microcontroller Based Systems,Theory,27,9,36,100,RA
4,SMTA1402,Probability and Statistics,Theory,23,0,23,100,RA
4,SCSA2401,Object Oriented Analysis and System Engineering Lab,Practical,11,25,36,100,RA
4,SCSA2402,Code Optimization and Debugging - II,Practical,23,22,45,50,Pass
4,SECA2405,Microprocessor and Microcontroller Lab,Practical,44,45,89,100,Pass
