Semester,Course Code,Course Title,Course Type,Internal Marks,External Marks,Total,Max. Marks,Result
3,SCSA1302,Theory of Computation,Theory,39,15,54,100,Pass
4,SAIC4003,Universal Human Values,Theory,48,31,79,100,Pass
4,SCSA1401,Object Oriented Analysis and System Engineering,Theory,47,44,91,100,Pass
4,SCSA1403,Design and Analysis of Algorithms,Theory,46,41,87,100,Pass
4,SCSA3016,Data Science,Theory,41,39,80,100,Pass
4,SECA1404,Microprocessor and Microcontroller Based Systems,Theory,42,36,78,100,Pass
4,SMTA1402,Probability and Statistics,Theory,42,31,73,100,Pass
4,SCSA2401,Object Oriented Analysis and System Engineering Lab,Practical,41,50,91,100,Pass
4,SCSA2402,Code Optimization and Debugging - II,Practical,18,21,39,50,Pass
4,SECA2405,Microprocessor and Microcontroller Lab,Practical,42,47,89,100,Pass
