Semester,Course Code,Course Title,Course Type,Internal Marks,External Marks,Total,Max. Marks,Result
2,SCSA1201,Fundamentals of Digital Systems,Theory,21,29,50,100,Pass
2,SCSA1203,Data Structures,Theory,19,AAA,AAA,100,RA
2,SCSA1204,Python Programming,Theory,18,7,25,100,RA
2,SMTA1201,Engineering Mathematics  - II,Theory,14,AAA,AAA,100,RA
2,SPHA1202,Physics for Information Science,Theory,18,AAA,AAA,100,RA
2,SCSA2201,Data Structures Lab,Practical,35,AAA,AAA,100,RA
3,SCSA1301,Database Management Systems,Theory,21,7,28,100,RA
3,SCSA1302,Theory of Computation,Theory,18,11,29,100,RA
3,SCSA1304,Advanced Data Structures,Theory,20,30,50,100,Pass
3,SITA1301,Programming in Java,Theory,21,29,50,100,Pass
3,SMTA1302,Discrete Mathematics,Theory,25,AAA,AAA,100,RA
3,SCSA2301,Database Management Systems Lab,Practical,29,33,62,100,Pass
4,SAIC4003,Universal Human Values,Theory,39,22,61,100,Pass
4,SCSA1401,Object Oriented Analysis and System Engineering,Theory,35,15,50,100,Pass
4,SCSA1403,Design and Analysis of Algorithms,Theory,31,3,34,100,RA
4,SCSA3092,Augmented and Virtual Reality,Theory,40,17,57,100,Pass
4,SECA1404,Microprocessor and Microcontroller Based Systems,Theory,23,33,56,100,Pass
4,SMTA1402,Probability and Statistics,Theory,30,20,50,100,Pass
4,SCSA2401,Object Oriented Analysis and System Engineering Lab,Practical,43,34,77,100,Pass
4,SCSA2402,Code Optimization and Debugging - II,Practical,19,20,39,50,Pass
4,SECA2405,Microprocessor and Microcontroller Lab,Practical,35,41,76,100,Pass
