Semester,Course Code,Course Title,Course Type,Internal Marks,External Marks,Total,Max. Marks,Result
2,SMTA1201,Engineering Mathematics  - II,Theory,19,3,22,100,RA
3,SMTA1302,Discrete Mathematics,Theory,29,0,29,100,RA
4,SAIC4003,Universal Human Values,Theory,39,32,71,100,Pass
4,SCSA1401,Object Oriented Analysis and System Engineering,Theory,39,24,63,100,Pass
4,SCSA1403,Design and Analysis of Algorithms,Theory,37,3,40,100,RA
4,SCSA3015,Deep Learning,Theory,32,23,55,100,Pass
4,SECA1404,Microprocessor and Microcontroller Based Systems,Theory,38,8,46,100,RA
4,SMTA1402,Probability and Statistics,Theory,40,15,55,100,Pass
4,SCSA2401,Object Oriented Analysis and System Engineering Lab,Practical,36,32,68,100,Pass
4,SCSA2402,Code Optimization and Debugging - II,Practical,20,22,42,50,Pass
4,SECA2405,Microprocessor and Microcontroller Lab,Practical,43,43,86,100,Pass
