Semester,Course Code,Course Title,Course Type,Internal Marks,External Marks,Total,Max. Marks,Result
2,SMTA1201,Engineering Mathematics  - II,Theory,17,5,22,100,RA
2,SPHA1202,Physics for Information Science,Theory,19,5,24,100,RA
3,SCSA1302,Theory of Computation,Theory,24,5,29,100,RA
3,SCSA1304,Advanced Data Structures,Theory,24,26,50,100,Pass
3,SMTA1302,Discrete Mathematics,Theory,24,0,24,100,RA
4,SAIC4003,Universal Human Values,Theory,29,25,54,100,Pass
4,SCSA1401,Object Oriented Analysis and System Engineering,Theory,34,17,51,100,Pass
4,SCSA1403,Design and Analysis of Algorithms,Theory,21,29,50,100,Pass
4,SCSA3016,Data Science,Theory,23,27,50,100,Pass
4,SECA1404,Microprocessor and Microcontroller Based Systems,Theory,31,19,50,100,Pass
4,SMTA1402,Probability and Statistics,Theory,21,2,23,100,RA
4,SCSA2401,Object Oriented Analysis and System Engineering Lab,Practical,43,38,81,100,Pass
4,SCSA2402,Code Optimization and Debugging - II,Practical,19,22,41,50,Pass
4,SECA2405,Microprocessor and Microcontroller Lab,Practical,50,46,96,100,Pass
