Semester,Course Code,Course Title,Course Type,Internal Marks,External Marks,Total,Max. Marks,Result
3,SCSA1302,Theory of Computation,Theory,34,16,50,100,Pass
4,SAIC4003,Universal Human Values,Theory,47,31,78,100,Pass
4,SCSA1401,Object Oriented Analysis and System Engineering,Theory,44,42,86,100,Pass
4,SCSA1403,Design and Analysis of Algorithms,Theory,42,40,82,100,Pass
4,SCSA3016,Data Science,Theory,39,37,76,100,Pass
4,SECA1404,Microprocessor and Microcontroller Based Systems,Theory,41,29,70,100,Pass
4,SMTA1402,Probability and Statistics,Theory,40,29,69,100,Pass
4,SCSA2401,Object Oriented Analysis and System Engineering Lab,Practical,41,39,80,100,Pass
4,SCSA2402,Code Optimization and Debugging - II,Practical,17,20,37,50,Pass
4,SECA2405,Microprocessor and Microcontroller Lab,Practical,41,47,88,100,Pass
