Semester,Course Code,Course Title,Course Type,Internal Marks,External Marks,Total,Max. Marks,Result
2,SMTA1201,Engineering Mathematics  - II,Theory,27,26,53,100,Pass
3,SMTA1302,Discrete Mathematics,Theory,31,19,50,100,Pass
4,SAIC4003,Universal Human Values,Theory,44,31,75,100,Pass
4,SCSA1401,Object Oriented Analysis and System Engineering,Theory,40,40,80,100,Pass
4,SCSA1403,Design and Analysis of Algorithms,Theory,40,38,78,100,Pass
4,SCSA3092,Augmented and Virtual Reality,Theory,45,31,76,100,Pass
4,SECA1404,Microprocessor and Microcontroller Based Systems,Theory,43,38,81,100,Pass
4,SMTA1402,Probability and Statistics,Theory,38,19,57,100,Pass
4,SCSA2401,Object Oriented Analysis and System Engineering Lab,Practical,49,44,93,100,Pass
4,SCSA2402,Code Optimization and Debugging - II,Practical,21,21,42,50,Pass
4,SECA2405,Microprocessor and Microcontroller Lab,Practical,49,48,97,100,Pass
