Semester,Course Code,Course Title,Course Type,Internal Marks,External Marks,Total,Max. Marks,Result
2,SMTA1201,Engineering Mathematics  - II,Theory,27,3,30,100,RA
3,SMTA1302,Discrete Mathematics,Theory,28,11,39,100,RA
4,SAIC4003,Universal Human Values,Theory,40,40,80,100,Pass
4,SCSA1401,Object Oriented Analysis and System Engineering,Theory,45,42,87,100,Pass
4,SCSA1403,Design and Analysis of Algorithms,Theory,36,30,66,100,Pass
4,SCSA3016,Data Science,Theory,37,32,69,100,Pass
4,SECA1404,Microprocessor and Microcontroller Based Systems,Theory,41,42,83,100,Pass
4,SMTA1402,Probability and Statistics,Theory,31,21,52,100,Pass
4,SCSA2401,Object Oriented Analysis and System Engineering Lab,Practical,42,49,91,100,Pass
4,SCSA2402,Code Optimization and Debugging - II,Practical,24,20,44,50,Pass
4,SECA2405,Microprocessor and Microcontroller Lab,Practical,43,49,92,100,Pass
