Semester,Course Code,Course Title,Course Type,Internal Marks,External Marks,Total,Max. Marks,Result
2,SMTA1201,Engineering Mathematics  - II,Theory,17,AAA,AAA,100,RA
4,SAIC4003,Universal Human Values,Theory,46,24,70,100,Pass
4,SCSA1401,Object Oriented Analysis and System Engineering,Theory,27,11,38,100,RA
4,SCSA1403,Design and Analysis of Algorithms,Theory,34,27,61,100,Pass
4,SECA1404,Microprocessor and Microcontroller Based Systems,Theory,29,9,38,100,RA
4,SITA3004,User Interface Design and Implementation,Theory,22,28,50,100,Pass
4,SMTA1402,Probability and Statistics,Theory,37,9,46,100,RA
4,SCSA2401,Object Oriented Analysis and System Engineering Lab,Practical,49,48,97,100,Pass
4,SCSA2402,Code Optimization and Debugging - II,Practical,18,21,39,50,Pass
4,SECA2405,Microprocessor and Microcontroller Lab,Practical,43,47,90,100,Pass
