Semester,Course Code,Course Title,Course Type,Internal Marks,External Marks,Total,Max. Marks,Result
3,SCSA1301,Database Management Systems,Theory,17,33,50,100,Pass
3,SCSA1302,Theory of Computation,Theory,26,25,51,100,Pass
3,SMTA1302,Discrete Mathematics,Theory,12,0,12,100,RA
4,SAIC4003,Universal Human Values,Theory,41,25,66,100,Pass
4,SCSA1401,Object Oriented Analysis and System Engineering,Theory,32,21,53,100,Pass
4,SCSA1403,Design and Analysis of Algorithms,Theory,35,18,53,100,Pass
4,SCSA3016,Data Science,Theory,38,18,56,100,Pass
4,SECA1404,Microprocessor and Microcontroller Based Systems,Theory,34,9,43,100,RA
4,SMTA1402,Probability and Statistics,Theory,24,8,32,100,RA
4,SCSA2401,Object Oriented Analysis and System Engineering Lab,Practical,41,34,75,100,Pass
4,SCSA2402,Code Optimization and Debugging - II,Practical,17,22,39,50,Pass
4,SECA2405,Microprocessor and Microcontroller Lab,Practical,38,40,78,100,Pass
