Semester,Course Code,Course Title,Course Type,Internal Marks,External Marks,Total,Max. Marks,Result
2,SMTA1201,Engineering Mathematics  - II,Theory,26,1,27,100,RA
3,SCSA1301,Database Management Systems,Theory,25,25,50,100,Pass
3,SCSA1302,Theory of Computation,Theory,15,AAA,AAA,100,RA
3,SCSA1304,Advanced Data Structures,Theory,12,20,32,100,RA
3,SITA1301,Programming in Java,Theory,22,0,22,100,RA
3,SMTA1302,Discrete Mathematics,Theory,25,2,27,100,RA
4,SAIC4003,Universal Human Values,Theory,38,33,71,100,Pass
4,SCSA1401,Object Oriented Analysis and System Engineering,Theory,34,AAA,AAA,100,RA
4,SCSA1403,Design and Analysis of Algorithms,Theory,29,21,50,100,Pass
4,SCSA3016,Data Science,Theory,31,7,38,100,RA
4,SECA1404,Microprocessor and Microcontroller Based Systems,Theory,25,25,50,100,Pass
4,SMTA1402,Probability and Statistics,Theory,35,0,35,100,RA
4,SCSA2401,Object Oriented Analysis and System Engineering Lab,Practical,43,37,80,100,Pass
4,SCSA2402,Code Optimization and Debugging - II,Practical,17,22,39,50,Pass
4,SECA2405,Microprocessor and Microcontroller Lab,Practical,39,43,82,100,Pass
