Semester,Course Code,Course Title,Course Type,Internal Marks,External Marks,Total,Max. Marks,Result
2,SCSA1201,Fundamentals of Digital Systems,Theory,14,AAA,AAA,100,RA
2,SCSA1203,Data Structures,Theory,10,AAA,AAA,100,RA
2,SCSA1204,Python Programming,Theory,10,AAA,AAA,100,RA
2,SMTA1201,Engineering Mathematics  - II,Theory,24,AAA,AAA,100,RA
2,SPHA2101,Physics Lab,Practical,AAA,AAA,AAA,50,RA
3,SCSA1301,Database Management Systems,Theory,10,AAA,AAA,100,RA
3,SCSA1302,Theory of Computation,Theory,10,AAA,AAA,100,RA
3,SCSA1304,Advanced Data Structures,Theory,10,AAA,AAA,100,RA
3,SITA1301,Programming in Java,Theory,10,AAA,AAA,100,RA
3,SMTA1302,Discrete Mathematics,Theory,10,AAA,AAA,100,RA
3,SITA2302,Programming in Java Lab,Practical,AAA,AAA,AAA,100,RA
4,SAIC4003,Universal Human Values,Theory,36,27,63,100,Pass
4,SCSA1401,Object Oriented Analysis and System Engineering,Theory,25,AAA,AAA,100,RA
4,SCSA1403,Design and Analysis of Algorithms,Theory,23,AAA,AAA,100,RA
4,SCSA3092,Augmented and Virtual Reality,Theory,16,AAA,AAA,100,RA
4,SECA1404,Microprocessor and Microcontroller Based Systems,Theory,16,AAA,AAA,100,RA
4,SMTA1402,Probability and Statistics,Theory,19,AAA,AAA,100,RA
4,SCSA2401,Object Oriented Analysis and System Engineering Lab,Practical,31,37,68,100,Pass
4,SCSA2402,Code Optimization and Debugging - II,Practical,AAA,AAA,AAA,50,RA
4,SECA2405,Microprocessor and Microcontroller Lab,Practical,47,AAA,AAA,100,RA
