Semester,Course Code,Course Title,Course Type,Internal Marks,External Marks,Total,Max. Marks,Result
3,SITA2302,Programming in Java Lab,Practical,27,27,54,100,Pass
4,SAIC4003,Universal Human Values,Theory,47,37,84,100,Pass
4,SCSA1401,Object Oriented Analysis and System Engineering,Theory,39,23,62,100,Pass
4,SCSA1403,Design and Analysis of Algorithms,Theory,41,37,78,100,Pass
4,SECA1404,Microprocessor and Microcontroller Based Systems,Theory,40,31,71,100,Pass
4,SITA3004,User Interface Design and Implementation,Theory,41,28,69,100,Pass
4,SMTA1402,Probability and Statistics,Theory,40,35,75,100,Pass
4,SCSA2401,Object Oriented Analysis and System Engineering Lab,Practical,45,45,90,100,Pass
4,SCSA2402,Code Optimization and Debugging - II,Practical,23,23,46,50,Pass
4,SECA2405,Microprocessor and Microcontroller Lab,Practical,46,45,91,100,Pass
