Semester,Course Code,Course Title,Course Type,Internal Marks,External Marks,Total,Max. Marks,Result
1,SMTA1101,Engineering Mathematics - I ,Theory,21,7,28,100,RA
2,SPHA1202,Physics for Information Science,Theory,22,16,38,100,RA
3,SCSA1301,Database Management Systems,Theory,22,28,50,100,Pass
3,SMTA1302,Discrete Mathematics,Theory,22,0,22,100,RA
4,SAIC4003,Universal Human Values,Theory,35,30,65,100,Pass
4,SCSA1401,Object Oriented Analysis and System Engineering,Theory,30,22,52,100,Pass
4,SCSA1403,Design and Analysis of Algorithms,Theory,25,25,50,100,Pass
4,SCSA3016,Data Science,Theory,27,23,50,100,Pass
4,SECA1404,Microprocessor and Microcontroller Based Systems,Theory,38,17,55,100,Pass
4,SMTA1402,Probability and Statistics,Theory,27,2,29,100,RA
4,SCSA2401,Object Oriented Analysis and System Engineering Lab,Practical,34,18,52,100,Pass
4,SCSA2402,Code Optimization and Debugging - II,Practical,18,22,40,50,Pass
4,SECA2405,Microprocessor and Microcontroller Lab,Practical,47,41,88,100,Pass
