Semester,Course Code,Course Title,Course Type,Internal Marks,External Marks,Total,Max. Marks,Result
2,SCSA1201,Fundamentals of Digital Systems,Theory,17,AAA,AAA,100,RA
2,SMTA1201,Engineering Mathematics  - II,Theory,18,2,20,100,RA
3,SCSA1304,Advanced Data Structures,Theory,22,28,50,100,Pass
3,SMTA1302,Discrete Mathematics,Theory,25,AAA,AAA,100,RA
4,SAIC4003,Universal Human Values,Theory,36,30,66,100,Pass
4,SCSA1401,Object Oriented Analysis and System Engineering,Theory,30,27,57,100,Pass
4,SCSA1403,Design and Analysis of Algorithms,Theory,32,18,50,100,Pass
4,SCSA3016,Data Science,Theory,24,26,50,100,Pass
4,SECA1404,Microprocessor and Microcontroller Based Systems,Theory,30,21,51,100,Pass
4,SMTA1402,Probability and Statistics,Theory,27,6,33,100,RA
4,SCSA2401,Object Oriented Analysis and System Engineering Lab,Practical,44,38,82,100,Pass
4,SCSA2402,Code Optimization and Debugging - II,Practical,AAA,AAA,AAA,50,RA
4,SECA2405,Microprocessor and Microcontroller Lab,Practical,31,25,56,100,Pass
