Semester,Course Code,Course Title,Course Type,Internal Marks,External Marks,Total,Max. Marks,Result
3,SCSA1302,Theory of Computation,Theory,23,36,59,100,Pass
3,SITA1301,Programming in Java,Theory,22,28,50,100,Pass
3,SMTA1302,Discrete Mathematics,Theory,25,26,51,100,Pass
4,SAIC4003,Universal Human Values,Theory,37,39,76,100,Pass
4,SCSA1401,Object Oriented Analysis and System Engineering,Theory,37,8,45,100,RA
4,SCSA1403,Design and Analysis of Algorithms,Theory,30,11,41,100,RA
4,SCSA3016,Data Science,Theory,27,23,50,100,Pass
4,SECA1404,Microprocessor and Microcontroller Based Systems,Theory,39,6,45,100,RA
4,SMTA1402,Probability and Statistics,Theory,41,2,43,100,RA
4,SCSA2401,Object Oriented Analysis and System Engineering Lab,Practical,6,29,35,100,RA
4,SCSA2402,Code Optimization and Debugging - II,Practical,20,22,42,50,Pass
4,SECA2405,Microprocessor and Microcontroller Lab,Practical,41,42,83,100,Pass
