Semester,Course Code,Course Title,Course Type,Internal Marks,External Marks,Total,Max. Marks,Result
2,SMTA1201,Engineering Mathematics  - II,Theory,33,17,50,100,Pass
4,SAIC4003,Universal Human Values,Theory,36,29,65,100,Pass
4,SCSA1401,Object Oriented Analysis and System Engineering,Theory,34,29,63,100,Pass
4,SCSA1403,Design and Analysis of Algorithms,Theory,29,30,59,100,Pass
4,SCSA3092,Augmented and Virtual Reality,Theory,33,19,52,100,Pass
4,SECA1404,Microprocessor and Microcontroller Based Systems,Theory,36,25,61,100,Pass
4,SMTA1402,Probability and Statistics,Theory,42,3,45,100,RA
4,SCSA2401,Object Oriented Analysis and System Engineering Lab,Practical,25,35,60,100,Pass
4,SCSA2402,Code Optimization and Debugging - II,Practical,23,21,44,50,Pass
4,SECA2405,Microprocessor and Microcontroller Lab,Practical,45,43,88,100,Pass
