Semester,Course Code,Course Title,Course Type,Internal Marks,External Marks,Total,Max. Marks,Result
3,SITA1301,Programming in Java,Theory,37,1,38,100,RA
4,SAIC4003,Universal Human Values,Theory,47,6,53,100,RA
4,SCSA1401,Object Oriented Analysis and System Engineering,Theory,39,28,67,100,Pass
4,SCSA1403,Design and Analysis of Algorithms,Theory,38,28,66,100,Pass
4,SCSA3016,Data Science,Theory,39,29,68,100,Pass
4,SECA1404,Microprocessor and Microcontroller Based Systems,Theory,38,25,63,100,Pass
4,SMTA1402,Probability and Statistics,Theory,32,19,51,100,Pass
4,SCSA2401,Object Oriented Analysis and System Engineering Lab,Practical,43,43,86,100,Pass
4,SCSA2402,Code Optimization and Debugging - II,Practical,21,23,44,50,Pass
4,SECA2405,Microprocessor and Microcontroller Lab,Practical,44,44,88,100,Pass
