Semester,Course Code,Course Title,Course Type,Internal Marks,External Marks,Total,Max. Marks,Result
3,SCSA1302,Theory of Computation,Theory,19,31,50,100,Pass
3,SMTA1302,Discrete Mathematics,Theory,17,3,20,100,RA
4,SAIC4003,Universal Human Values,Theory,44,32,76,100,Pass
4,SCSA1401,Object Oriented Analysis and System Engineering,Theory,34,26,60,100,Pass
4,SCSA1403,Design and Analysis of Algorithms,Theory,38,20,58,100,Pass
4,SCSA3016,Data Science,Theory,41,29,70,100,Pass
4,SECA1404,Microprocessor and Microcontroller Based Systems,Theory,20,30,50,100,Pass
4,SMTA1402,Probability and Statistics,Theory,23,1,24,100,RA
4,SCSA2401,Object Oriented Analysis and System Engineering Lab,Practical,25,39,64,100,Pass
4,SCSA2402,Code Optimization and Debugging - II,Practical,24,20,44,50,Pass
4,SECA2405,Microprocessor and Microcontroller Lab,Practical,35,26,61,100,Pass
