Semester,Course Code,Course Title,Course Type,Internal Marks,External Marks,Total,Max. Marks,Result
2,SMTA1201,Engineering Mathematics  - II,Theory,27,AAA,AAA,100,RA
3,SCSA1301,Database Management Systems,Theory,29,27,56,100,Pass
3,SMTA1302,Discrete Mathematics,Theory,16,AAA,AAA,100,RA
4,SAIC4003,Universal Human Values,Theory,42,28,70,100,Pass
4,SCSA1401,Object Oriented Analysis and System Engineering,Theory,29,21,50,100,Pass
4,SCSA1403,Design and Analysis of Algorithms,Theory,38,30,68,100,Pass
4,SCSA3092,Augmented and Virtual Reality,Theory,34,25,59,100,Pass
4,SECA1404,Microprocessor and Microcontroller Based Systems,Theory,28,26,54,100,Pass
4,SMTA1402,Probability and Statistics,Theory,34,17,51,100,Pass
4,SCSA2401,Object Oriented Analysis and System Engineering Lab,Practical,32,28,60,100,Pass
4,SCSA2402,Code Optimization and Debugging - II,Practical,18,22,40,50,Pass
4,SECA2405,Microprocessor and Microcontroller Lab,Practical,49,42,91,100,Pass
