Semester,Course Code,Course Title,Course Type,Internal Marks,External Marks,Total,Max. Marks,Result
3,SMTA1302,Discrete Mathematics,Theory,18,6,24,100,RA
4,SAIC4003,Universal Human Values,Theory,45,29,74,100,Pass
4,SCSA1401,Object Oriented Analysis and System Engineering,Theory,39,41,80,100,Pass
4,SCSA1403,Design and Analysis of Algorithms,Theory,37,38,75,100,Pass
4,SCSA3092,Augmented and Virtual Reality,Theory,32,20,52,100,Pass
4,SECA1404,Microprocessor and Microcontroller Based Systems,Theory,36,19,55,100,Pass
4,SMTA1402,Probability and Statistics,Theory,38,15,53,100,Pass
4,SCSA2401,Object Oriented Analysis and System Engineering Lab,Practical,39,32,71,100,Pass
4,SCSA2402,Code Optimization and Debugging - II,Practical,15,21,36,50,Pass
4,SECA2405,Microprocessor and Microcontroller Lab,Practical,39,37,76,100,Pass
