Semester,Course Code,Course Title,Course Type,Internal Marks,External Marks,Total,Max. Marks,Result
2,SMTA1201,Engineering Mathematics  - II,Theory,28,29,57,100,Pass
4,SAIC4003,Universal Human Values,Theory,42,11,53,100,RA
4,SCSA1401,Object Oriented Analysis and System Engineering,Theory,46,33,79,100,Pass
4,SCSA1403,Design and Analysis of Algorithms,Theory,41,37,78,100,Pass
4,SCSA3092,Augmented and Virtual Reality,Theory,34,23,57,100,Pass
4,SECA1404,Microprocessor and Microcontroller Based Systems,Theory,38,34,72,100,Pass
4,SMTA1402,Probability and Statistics,Theory,37,23,60,100,Pass
4,SCSA2401,Object Oriented Analysis and System Engineering Lab,Practical,33,39,72,100,Pass
4,SCSA2402,Code Optimization and Debugging - II,Practical,18,22,40,50,Pass
4,SECA2405,Microprocessor and Microcontroller Lab,Practical,45,44,89,100,Pass
