Semester,Course Code,Course Title,Course Type,Internal Marks,External Marks,Total,Max. Marks,Result
3,SCSA1301,Database Management Systems,Theory,27,32,59,100,Pass
4,SAIC4003,Universal Human Values,Theory,42,35,77,100,Pass
4,SCSA1401,Object Oriented Analysis and System Engineering,Theory,24,37,61,100,Pass
4,SCSA1403,Design and Analysis of Algorithms,Theory,38,34,72,100,Pass
4,SCSA3016,Data Science,Theory,38,44,82,100,Pass
4,SECA1404,Microprocessor and Microcontroller Based Systems,Theory,39,26,65,100,Pass
4,SMTA1402,Probability and Statistics,Theory,36,6,42,100,RA
4,SCSA2401,Object Oriented Analysis and System Engineering Lab,Practical,40,39,79,100,Pass
4,SCSA2402,Code Optimization and Debugging - II,Practical,23,24,47,50,Pass
4,SECA2405,Microprocessor and Microcontroller Lab,Practical,35,41,76,100,Pass
